,location,year,category,rank,query
8446,China,2014,搜索关键词,2,马航mh370
8447,China,2014,搜索关键词,3,天天酷跑
8448,China,2014,搜索关键词,4,一代枭雄
8449,China,2014,搜索关键词,5,世界杯
8450,Colombia,2014,Acontecimientos,1,Mundial 2014
8451,Colombia,2014,Acontecimientos,2,Giro de Italia
8452,Colombia,2014,Acontecimientos,3,Ebola
8453,Colombia,2014,Acontecimientos,4,Amor y amistad
8454,Colombia,2014,Acontecimientos,5,Día del hombre
8455,Colombia,2014,Bandas y músicos,1,Gustavo Cerati
8456,Colombia,2014,Bandas y músicos,2,Cheo Feliciano
8457,Colombia,2014,Bandas y músicos,3,Robbie Williams
8458,Colombia,2014,Bandas y músicos,4,Helenita Vargas
8459,Colombia,2014,Bandas y músicos,5,Claudia Leitte
8460,Colombia,2014,Búsquedas,1,Mundial 2014
8461,Colombia,2014,Búsquedas,2,Robin Williams
8462,Colombia,2014,Búsquedas,3,Gabriel García Márquez
8463,Colombia,2014,Búsquedas,4,Giro d'Italia
8464,Colombia,2014,Búsquedas,5,Gustavo Cerati
8465,Colombia,2014,Canciones,1,Ras tas tas
8466,Colombia,2014,Canciones,2,Contigo quiero amores
8467,Colombia,2014,Canciones,3,Lalala
8468,Colombia,2014,Canciones,4,La curiosidad
8469,Colombia,2014,Canciones,5,Adentro
8470,Colombia,2014,Cómo...,1,Cómo votar
8471,Colombia,2014,Cómo...,2,Cómo hacer katsuobushi
8472,Colombia,2014,Cómo...,3,Cómo murió Cuauhtémoc
8473,Colombia,2014,Cómo...,4,Cómo preparar caramelo
8474,Colombia,2014,Cómo...,5,Cómo preparar raviolis
8475,Colombia,2014,Deportistas,1,Luis Suárez
8476,Colombia,2014,Deportistas,2,Nairo Quintana
8477,Colombia,2014,Deportistas,3,Juan Pablo Ángel
8478,Colombia,2014,Deportistas,4,Falcao
8479,Colombia,2014,Deportistas,5,Alfredo Di Stéfano
8480,Colombia,2014,Eventos deportivos,1,Mundial 2014
8481,Colombia,2014,Eventos deportivos,2,Giro d'Italia
8482,Colombia,2014,Eventos deportivos,3,Vuelta a España
8483,Colombia,2014,Eventos deportivos,4,Copa Toon
8484,Colombia,2014,Eventos deportivos,5,Colombia vs Uruguay
8485,Colombia,2014,Películas,1,Annabelle
8486,Colombia,2014,Películas,2,Patch Adams
8487,Colombia,2014,Películas,3,Dallas Buyers Club
8488,Colombia,2014,Películas,4,Good Will Hunting
8489,Colombia,2014,Películas,5,"Yo, Frankenstein"
8490,Colombia,2014,Personas,1,Robin Williams
8491,Colombia,2014,Personas,2,Gabriel García Márquez
8492,Colombia,2014,Personas,3,Gustavo Cerati
8493,Colombia,2014,Personas,4,Jennifer Lawrence
8494,Colombia,2014,Personas,5,Luis Suárez
8495,Colombia,2014,Programas de TV,1,Avenida Brasil
8496,Colombia,2014,Programas de TV,2,La Voz Kids
8497,Colombia,2014,Programas de TV,3,Yo me llamo
8498,Colombia,2014,Programas de TV,4,Desafío 2014
8499,Colombia,2014,Programas de TV,5,Idol Colombia
8500,Colombia,2014,Qué...,1,Qué es ébola
8501,Colombia,2014,Qué...,2,Qué es tecnología
8502,Colombia,2014,Qué...,3,Qué es filosofía
8503,Colombia,2014,Qué...,4,Qué es química
8504,Colombia,2014,Qué...,5,Qué es física
8505,Colombia,2014,Tecnología,1,MomentCam
8506,Colombia,2014,Tecnología,2,Flappy Bird
8507,Colombia,2014,Tecnología,3,Cyberlunes
8508,Colombia,2014,Tecnología,4,Telegram
8509,Colombia,2014,Tecnología,5,Aulas virtuales
8510,Costa Rica,2014,Búsquedas,1,Keylor Navas
8511,Costa Rica,2014,Búsquedas,2,FIFA
8512,Costa Rica,2014,Búsquedas,3,Robin Williams
8513,Costa Rica,2014,Búsquedas,4,WhatsApp PLUS
8514,Costa Rica,2014,Búsquedas,5,Mundial 2014
8515,Costa Rica,2014,Celebridades,1,Robin Williams
8516,Costa Rica,2014,Celebridades,2,Jennifer Lawrence
8517,Costa Rica,2014,Celebridades,3,Mónica Spear
8518,Costa Rica,2014,Celebridades,4,Joan Rivers
8519,Costa Rica,2014,Celebridades,5,Andrea Salas
8520,Costa Rica,2014,Cómo...,1,Cómo hacer pulseras
8521,Costa Rica,2014,Cómo...,2,Cómo sacar porcentaje
8522,Costa Rica,2014,Cómo...,3,Cómo dibujar flores
8523,Costa Rica,2014,Cómo...,4,Cómo hacer rompope
8524,Costa Rica,2014,Cómo...,5,Cómo decorar lapiceros
8525,Costa Rica,2014,Deportistas,1,Keylor Navas
8526,Costa Rica,2014,Deportistas,2,Celso Borges
8527,Costa Rica,2014,Deportistas,3,James Rodríguez
8528,Costa Rica,2014,Deportistas,4,Luis Suárez
8529,Costa Rica,2014,Deportistas,5,Jorge Luis Pinto
8530,Costa Rica,2014,Música,1,Paul McCartney
8531,Costa Rica,2014,Música,2,Claudia Leitte
8532,Costa Rica,2014,Música,3,Robbie Williams
8533,Costa Rica,2014,Música,4,Iggy Azalea
8534,Costa Rica,2014,Música,5,Cheo Feliciano
8535,Costa Rica,2014,Películas,1,Frozen
8536,Costa Rica,2014,Películas,2,Annabelle
8537,Costa Rica,2014,Películas,3,Godzilla
8538,Costa Rica,2014,Películas,4,Maléfica
8539,Costa Rica,2014,Películas,5,Divergente
8540,Costa Rica,2014,Qué...,1,Qué es ébola
8541,Costa Rica,2014,Qué...,2,Qué es comunismo
8542,Costa Rica,2014,Qué...,3,Qué es disnea
8543,Costa Rica,2014,Qué...,4,Qué significa individuo
8544,Costa Rica,2014,Qué...,5,Qué es recreación
8545,Croatia,2014,Najčešće pretraživane osobe u Hrvatskoj,1,Robin Williams
8546,Croatia,2014,Najčešće pretraživane osobe u Hrvatskoj,2,Maja Petrin
8547,Croatia,2014,Najčešće pretraživane osobe u Hrvatskoj,3,Nives Celzijus
8548,Croatia,2014,Najčešće pretraživane osobe u Hrvatskoj,4,Jennifer Lawrence
8549,Croatia,2014,Najčešće pretraživane osobe u Hrvatskoj,5,Niko Kovač
8550,Croatia,2014,Najčešće pretraživani događaji,1,svjetsko prvenstvo
8551,Croatia,2014,Najčešće pretraživani događaji,2,uskrs 2014
8552,Croatia,2014,Najčešće pretraživani događaji,3,oskar 2014
8553,Croatia,2014,Najčešće pretraživani događaji,4,noć muzeja 2014
8554,Croatia,2014,Najčešće pretraživani događaji,5,eurosong 2014
8555,Czechia,2014,Největší skokani mezi lokálně známými osobnostmi,1,Iveta Bartošová
8556,Czechia,2014,Největší skokani mezi lokálně známými osobnostmi,2,Eva Samková
8557,Czechia,2014,Největší skokani mezi lokálně známými osobnostmi,3,Majk Spirit
8558,Czechia,2014,Největší skokani mezi lokálně známými osobnostmi,4,Šárka Pančochová
8559,Czechia,2014,Největší skokani mezi lokálně známými osobnostmi,5,Martina Sáblíková
8560,Czechia,2014,Největší skokani za rok 2014,1,pixwords
8561,Czechia,2014,Největší skokani za rok 2014,2,iveta bartošová
8562,Czechia,2014,Největší skokani za rok 2014,3,sochi 2014
8563,Czechia,2014,Největší skokani za rok 2014,4,robin williams
8564,Czechia,2014,Největší skokani za rok 2014,5,ct sport
8565,Denmark,2014,'Hvad ... ?',1,Hvad er ebola?
8566,Denmark,2014,'Hvad ... ?',2,Hvad er patentdomstol?
8567,Denmark,2014,'Hvad ... ?',3,Hvad er ALS?
8568,Denmark,2014,'Hvad ... ?',4,Hvad er robinsonlisten?
8569,Denmark,2014,'Hvad ... ?',5,Hvad betyder supination?
8570,Denmark,2014,Danske Kvinder,1,Caroline Wozniacki
8571,Denmark,2014,Danske Kvinder,2,Bodil Jørgensen
8572,Denmark,2014,Danske Kvinder,3,Emma Pi
8573,Denmark,2014,Danske Kvinder,4,Dot Wessman
8574,Denmark,2014,Danske Kvinder,5,Astrid Krag
8575,Denmark,2014,Danske Mænd,1,Kevin Magnussen
8576,Denmark,2014,Danske Mænd,2,Morten Messerschmidt
8577,Denmark,2014,Danske Mænd,3,Basim
8578,Denmark,2014,Danske Mænd,4,Klaus Riskær
8579,Denmark,2014,Danske Mænd,5,Jess Ingerslev
8580,Denmark,2014,Kalorier i ...,1,Kalorier i pizza
8581,Denmark,2014,Kalorier i ...,2,Kalorier i æble
8582,Denmark,2014,Kalorier i ...,3,Kalorier i bønner
8583,Denmark,2014,Kalorier i ...,4,Kalorie i knækbrød
8584,Denmark,2014,Kalorier i ...,5,Kalorier i pølsemix
8585,Denmark,2014,Kendte i Verden,1,Robin Williams
8586,Denmark,2014,Kendte i Verden,2,Conchita Wurst
8587,Denmark,2014,Kendte i Verden,3,Jennifer Lawrence
8588,Denmark,2014,Kendte i Verden,4,Kim Kardashian
8589,Denmark,2014,Kendte i Verden,5,Philip Seymour Hoffman
8590,Denmark,2014,søgninger,1,iPhone 6
8591,Denmark,2014,søgninger,2,VM 2014
8592,Denmark,2014,søgninger,3,Robin Williams
8593,Denmark,2014,søgninger,4,MGP 2014
8594,Denmark,2014,søgninger,5,2048
8595,Denmark,2014,TV serier,1,Violetta
8596,Denmark,2014,TV serier,2,1864
8597,Denmark,2014,TV serier,3,Arvingerne
8598,Denmark,2014,TV serier,4,Game of Thrones
8599,Denmark,2014,TV serier,5,True Detective
8600,Egypt,2014,Events,1,انتخابات الرئاسة المصرية
8601,Egypt,2014,Events,2,كاس العالم 2014
8602,Egypt,2014,Events,3,رمضان 2014
8603,Egypt,2014,Events,4,نتائج الطلاب
8604,Egypt,2014,Events,5,حادث البحيرة
8605,Egypt,2014,Movies,1,حلاوة روح
8606,Egypt,2014,Movies,2,الجزيرة 2
8607,Egypt,2014,Movies,3,واحد صعيدى
8608,Egypt,2014,Movies,4,قلب الاسد
8609,Egypt,2014,Movies,5,الفيل الازرق
8610,Egypt,2014,People,1,صافيناز
8611,Egypt,2014,People,2,خالد صالح
8612,Egypt,2014,People,3,السيسي
8613,Egypt,2014,People,4,حسين الامام
8614,Egypt,2014,People,5,مروة حسين
8615,Egypt,2014,Searches,1,مسلسلات رمضان
8616,Egypt,2014,Searches,2,اغنية بشرة خير
8617,Egypt,2014,Searches,3,اللجنة العليا للانتخابات
8618,Egypt,2014,Searches,4,فيلم حلاوة روح
8619,Egypt,2014,Searches,5,كاس العالم 2014
8620,Egypt,2014,Songs,1,اغنية بشرة خير
8621,Egypt,2014,Songs,2,مهرجان الدنيا شمال
8622,Egypt,2014,Songs,3,اغنية زلزال
8623,Egypt,2014,Songs,4,سالت كل المجروحين
8624,Egypt,2014,Songs,5,اغانى فيلم القشاش
8625,Egypt,2014,TV Shows,1,رامز قرش البحر
8626,Egypt,2014,TV Shows,2,مسلسل ابن حلال
8627,Egypt,2014,TV Shows,3,مسلسل فرصة ثانية
8628,Egypt,2014,TV Shows,4,مسلسل ادم وجميلة
8629,Egypt,2014,TV Shows,5,هبة رجل الغراب
8630,Finland,2014,Elokuvat,1,American Hustle
8631,Finland,2014,Elokuvat,2,Mielensäpahoittaja
8632,Finland,2014,Elokuvat,3,Leijonasydän
8633,Finland,2014,Elokuvat,4,Kesäkaverit
8634,Finland,2014,Elokuvat,5,Vadelmavenepakolainen
8635,Finland,2014,Kappaleet,1,Cheek feat Sanni & Villegalle: Flexaa
8636,Finland,2014,Kappaleet,2,Uusi Lastensairaala 2017: Lohtu
8637,Finland,2014,Kappaleet,3,Arttu Wiskari: Sirpa
8638,Finland,2014,Kappaleet,4,Kasmir: Vadelmavene
8639,Finland,2014,Kappaleet,5,Robin: Kesärenkaat
8640,Finland,2014,Kaupallliset haut,1,Pins
8641,Finland,2014,Kaupallliset haut,2,iPhone 6
8642,Finland,2014,Kaupallliset haut,3,XXL
8643,Finland,2014,Kaupallliset haut,4,iOs 8
8644,Finland,2014,Kaupallliset haut,5,iPhone 5s
8645,Finland,2014,Kuinka...?,1,Kuinka päästä televisioon
8646,Finland,2014,Kuinka...?,2,Kuinka rakkaus alkoi
8647,Finland,2014,Kuinka...?,3,Kuinka Cheek olet
8648,Finland,2014,Kuinka...?,4,Kuinka oppia englantia
8649,Finland,2014,Kuinka...?,5,Kuinka kaukana ukkonen
8650,Finland,2014,Mikä on,1,Mikä on siion
8651,Finland,2014,Mikä on,2,Mikä on resitaali
8652,Finland,2014,Mikä on,3,Mikä on totuus
8653,Finland,2014,Mikä on,4,Mikä on tpk
8654,Finland,2014,Mikä on,5,Mikä on viitesiirto
8655,Finland,2014,Reseptit,1,Pihlajanmarja
8656,Finland,2014,Reseptit,2,Pulled Pork
8657,Finland,2014,Reseptit,3,Red Velvet -kakku
8658,Finland,2014,Reseptit,4,Lohimedaljonki
8659,Finland,2014,Reseptit,5,Raakakakku
8660,Finland,2014,Suomalaiset henkilöt,1,Miina Maasola
8661,Finland,2014,Suomalaiset henkilöt,2,Samuli Edelmann
8662,Finland,2014,Suomalaiset henkilöt,3,Jukka Salmela
8663,Finland,2014,Suomalaiset henkilöt,4,Marjo Loukkola
8664,Finland,2014,Suomalaiset henkilöt,5,Paula Vesala
8665,Finland,2014,Tapahtumat,1,Euroviisut
8666,Finland,2014,Tapahtumat,2,Hullut päivät
8667,Finland,2014,Tapahtumat,3,Sonisphere
8668,Finland,2014,Tapahtumat,4,Matkamessut
8669,Finland,2014,Tapahtumat,5,Asuntomessut
8670,Finland,2014,Televisio-ohjelmat,1,Vain Elämää
8671,Finland,2014,Televisio-ohjelmat,2,Big Brother
8672,Finland,2014,Televisio-ohjelmat,3,Maajussille Morsian
8673,Finland,2014,Televisio-ohjelmat,4,Putous
8674,Finland,2014,Televisio-ohjelmat,5,Mustat Lesket
8675,Finland,2014,Trending,1,Liiga
8676,Finland,2014,Trending,2,Jääkiekon mm
8677,Finland,2014,Trending,3,Sotshi
8678,Finland,2014,Trending,4,Ebola
8679,Finland,2014,Trending,5,Vain Elämää
8680,Finland,2014,Ulkomaalaiset henkilöt,1,Robin Williams
8681,Finland,2014,Ulkomaalaiset henkilöt,2,Conchita Wurst
8682,Finland,2014,Ulkomaalaiset henkilöt,3,Jennifer Lawrence
8683,Finland,2014,Ulkomaalaiset henkilöt,4,Philip Seymour Hoffman
8684,Finland,2014,Ulkomaalaiset henkilöt,5,Michael Schumacher
8685,Finland,2014,Urheilijat,1,Teemu Selänne
8686,Finland,2014,Urheilijat,2,Enni Rukajärvi
8687,Finland,2014,Urheilijat,3,Tuukka Rask
8688,Finland,2014,Urheilijat,4,Pekka Rinne
8689,Finland,2014,Urheilijat,5,Iivo Niskanen
8690,Finland,2014,Urheilu,1,Liiga
8691,Finland,2014,Urheilu,2,Jääkiekon mm
8692,Finland,2014,Urheilu,3,Sotshi
8693,Finland,2014,Urheilu,4,Jalkapallon mm
8694,Finland,2014,Urheilu,5,Jukolan Viesti
8695,Finland,2014,Viihde,1,Flappy Bird
8696,Finland,2014,Viihde,2,Tinder
8697,Finland,2014,Viihde,3,Pixwords
8698,Finland,2014,Viihde,4,Happypancake
8699,Finland,2014,Viihde,5,Tubecon
8700,Finland,2014,Yhteiskunta,1,Ebola
8701,Finland,2014,Yhteiskunta,2,Ukraina
8702,Finland,2014,Yhteiskunta,3,Eurovaalit
8703,Finland,2014,Yhteiskunta,4,Seurakuntavaalit
8704,Finland,2014,Yhteiskunta,5,Eurovaaliehdokkaat
8705,France,2014,Acteurs,1,Julie Gayet
8706,France,2014,Acteurs,2,Robin Williams
8707,France,2014,Acteurs,3,Jennifer Lawrence
8708,France,2014,Acteurs,4,Philip Seymour Hoffman
8709,France,2014,Acteurs,5,Ingrid Chauvin
8710,France,2014,Chansons,1,Sur ma route
8711,France,2014,Chansons,2,Happy
8712,France,2014,Chansons,3,Papaoutai
8713,France,2014,Chansons,4,Chandelier
8714,France,2014,Chansons,5,Dernière danse
8715,France,2014,Comment,1,Comment voter blanc
8716,France,2014,Comment,2,Comment va Schumacher
8717,France,2014,Comment,3,Comment utiliser Snapchat
8718,France,2014,Comment,4,Comment grossir rapidement
8719,France,2014,Comment,5,Comment porter palladium
8720,France,2014,Emissions TV,1,Secret Story 8
8721,France,2014,Emissions TV,2,Rising Star
8722,France,2014,Emissions TV,3,Koh Lanta
8723,France,2014,Emissions TV,4,Les Anges 6
8724,France,2014,Emissions TV,5,Bachelor 2014
8725,France,2014,Evénements culturels,1,Eurovision 2014
8726,France,2014,Evénements culturels,2,Oscars 2014
8727,France,2014,Evénements culturels,3,Burning Man
8728,France,2014,Evénements culturels,4,Cannes 2014
8729,France,2014,Evénements culturels,5,Tomorrowland 2014
8730,France,2014,Evénements sportifs,1,Coupe du monde
8731,France,2014,Evénements sportifs,2,Route du rhum
8732,France,2014,Evénements sportifs,3,Jeux Olympiques de Sotchi
8733,France,2014,Evénements sportifs,4,Roland Garros
8734,France,2014,Evénements sportifs,5,Rallye Dakar
8735,France,2014,Films,1,Annabelle
8736,France,2014,Films,2,Interstellar
8737,France,2014,Films,3,Lucy
8738,France,2014,Films,4,Yves Saint Laurent
8739,France,2014,Films,5,Divergente
8740,France,2014,High Tech,1,iPhone 6
8741,France,2014,High Tech,2,Samsung Galaxy S5
8742,France,2014,High Tech,3,Chromecast
8743,France,2014,High Tech,4,Nexus 6
8744,France,2014,High Tech,5,Galaxy Note 4
8745,France,2014,Jeux Vidéo,1,Watch_Dogs
8746,France,2014,Jeux Vidéo,2,Destiny
8747,France,2014,Jeux Vidéo,3,Hearthstone
8748,France,2014,Jeux Vidéo,4,Titanfall
8749,France,2014,Jeux Vidéo,5,FOE
8750,France,2014,Musiciens,1,Mika
8751,France,2014,Musiciens,2,Conchita Wurst
8752,France,2014,Musiciens,3,Indila
8753,France,2014,Musiciens,4,Stromae
8754,France,2014,Musiciens,5,Daft Punk
8755,France,2014,Personnalités,1,Julie Gayet
8756,France,2014,Personnalités,2,Nabilla Benattia
8757,France,2014,Personnalités,3,Dieudonné
8758,France,2014,Personnalités,4,Michael Schumacher
8759,France,2014,Personnalités,5,Robin Williams
8760,France,2014,Personnalités Politiques,1,François Hollande
8761,France,2014,Personnalités Politiques,2,Manuel Valls
8762,France,2014,Personnalités Politiques,3,Emmanuel Macron
8763,France,2014,Personnalités Politiques,4,Najat Vallaud-Belkacem
8764,France,2014,Personnalités Politiques,5,Dominique Baudis
8765,France,2014,Pourquoi,1,Pourquoi grève SNCF
8766,France,2014,Pourquoi,2,Nabilla prison pourquoi
8767,France,2014,Pourquoi,3,Pourquoi cette question
8768,France,2014,Pourquoi,4,Pourquoi Alstom racheté
8769,France,2014,Pourquoi,5,Pourquoi choisir linux
8770,France,2014,Recherches,1,Julie Gayet
8771,France,2014,Recherches,2,Nabilla Benattia
8772,France,2014,Recherches,3,Coupe du Monde
8773,France,2014,Recherches,4,iPhone6
8774,France,2014,Recherches,5,Dieudonné
8775,France,2014,Sportifs,1,Michael Schumacher
8776,France,2014,Sportifs,2,Jules Bianchi
8777,France,2014,Sportifs,3,Luis Alberto Suarez
8778,France,2014,Sportifs,4,Mathieu Valbuena
8779,France,2014,Sportifs,5,Brandao
8780,Germany,2014,Suchbegriffe,1,WM 2014
8781,Germany,2014,Suchbegriffe,2,Michael Schumacher
8782,Germany,2014,Suchbegriffe,3,iPhone 6
8783,Germany,2014,Suchbegriffe,4,ImmobilienScout24
8784,Germany,2014,Suchbegriffe,5,BSI Sicherheitstest
8785,Germany,2014,Nachrichten,1,WM 2014
8786,Germany,2014,Nachrichten,2,Michael Schumacher
8787,Germany,2014,Nachrichten,3,Robin Williams
8788,Germany,2014,Nachrichten,4,Ebola
8789,Germany,2014,Nachrichten,5,Uli Hoeneß
8790,Germany,2014,Sport,1,WM 2014
8791,Germany,2014,Sport,2,Medaillenspiegel
8792,Germany,2014,Sport,3,Olympia 2014
8793,Germany,2014,Sport,4,Neymar
8794,Germany,2014,Sport,5,Manuel Neuer
8795,Germany,2014,Musik,1,Conchita Wurst
8796,Germany,2014,Musik,2,ESC 2014
8797,Germany,2014,Musik,3,Böhse Onkelz
8798,Germany,2014,Musik,4,Mieze Katz
8799,Germany,2014,Musik,5,Aneta Sablik
8800,Germany,2014,Technik,1,iPhone 6
8801,Germany,2014,Technik,2,Threema
8802,Germany,2014,Technik,3,Netflix
8803,Germany,2014,Technik,4,Samsung Galaxy S5
8804,Germany,2014,Technik,5,iOS 8
8805,Ghana,2014,Events of 2014,1,Castro
8806,Ghana,2014,Events of 2014,2,Ebola outbreak
8807,Ghana,2014,Events of 2014,3,Komla Dumor
8808,Ghana,2014,Events of 2014,4,World Cup 2014
8809,Ghana,2014,Events of 2014,5,iPhone 6 launch
8810,Ghana,2014,Ghallywood Stars,1,Naa Ashorkor
8811,Ghana,2014,Ghallywood Stars,2,Chris Attoh
8812,Ghana,2014,Ghallywood Stars,3,Sandra Ankobiah
8813,Ghana,2014,Ghallywood Stars,4,Juliet Ibrahim
8814,Ghana,2014,Ghallywood Stars,5,Lydia Forson
8815,Ghana,2014,Ghanaian Musicians,1,Sarkodie
8816,Ghana,2014,Ghanaian Musicians,2,Shatta Wale
8817,Ghana,2014,Ghanaian Musicians,3,Tiffany
8818,Ghana,2014,Ghanaian Musicians,4,Guru
8819,Ghana,2014,Ghanaian Musicians,5,Yaa Pono
8820,Ghana,2014,Mobile Phones,1,iPhone 6
8821,Ghana,2014,Mobile Phones,2,Nokia XL
8822,Ghana,2014,Mobile Phones,3,Samsung Galaxy S5
8823,Ghana,2014,Mobile Phones,4,Nokia X
8824,Ghana,2014,Mobile Phones,5,iPhone 5S
8825,Ghana,2014,News Sources,1,BBC News
8826,Ghana,2014,News Sources,2,MyJoyonline.com
8827,Ghana,2014,News Sources,3,NewsNow
8828,Ghana,2014,News Sources,4,bbcsport.com
8829,Ghana,2014,News Sources,5,ModernGhana
8830,Ghana,2014,People,1,Castro
8831,Ghana,2014,People,2,Komla Dumor
8832,Ghana,2014,People,3,Myles Monroe
8833,Ghana,2014,People,4,Shatta Wale
8834,Ghana,2014,People,5,Robin Williams
8835,Ghana,2014,Searches,1,Castro
8836,Ghana,2014,Searches,2,Anonymox
8837,Ghana,2014,Searches,3,Ebola
8838,Ghana,2014,Searches,4,Komla Dumor
8839,Ghana,2014,Searches,5,World Cup 2014
8840,Ghana,2014,Sport Personalities,1,Dwayne Johnson
8841,Ghana,2014,Sport Personalities,2,James Rodriguez
8842,Ghana,2014,Sport Personalities,3,Juan Mata
8843,Ghana,2014,Sport Personalities,4,Marcos Rojo
8844,Ghana,2014,Sport Personalities,5,Diego Costa
8845,Ghana,2014,Who is ...,1,Who is Azambuja
8846,Ghana,2014,Who is ...,2,Who is Akhenaten
8847,Ghana,2014,Who is ...,3,Who is Samini
8848,Ghana,2014,Who is ...,4,Who is Sarkodie
8849,Ghana,2014,Who is ...,5,Who is Dangotte
8850,Greece,2014,"Ταχύτερα αυξανόμενες αναζητήσεις γεγονότων/ Events, trending",1,εκλογες 2014
8851,Greece,2014,"Ταχύτερα αυξανόμενες αναζητήσεις γεγονότων/ Events, trending",2,eurovision 2014
8852,Greece,2014,"Ταχύτερα αυξανόμενες αναζητήσεις γεγονότων/ Events, trending",3,mundial 2014
8853,Greece,2014,"Ταχύτερα αυξανόμενες αναζητήσεις γεγονότων/ Events, trending",4,the voice
8854,Greece,2014,"Ταχύτερα αυξανόμενες αναζητήσεις γεγονότων/ Events, trending",5,πανελληνιες 2014
8855,Greece,2014,"Ταχύτερα αυξανόμενες αναζητήσεις προσώπων/ People, trending",1,robin williams
8856,Greece,2014,"Ταχύτερα αυξανόμενες αναζητήσεις προσώπων/ People, trending",2,σακης μπουλας
8857,Greece,2014,"Ταχύτερα αυξανόμενες αναζητήσεις προσώπων/ People, trending",3,jennifer lawrence
8858,Greece,2014,"Ταχύτερα αυξανόμενες αναζητήσεις προσώπων/ People, trending",4,σουμαχερ
8859,Greece,2014,"Ταχύτερα αυξανόμενες αναζητήσεις προσώπων/ People, trending",5,conchita
8860,Greece,2014,Ταχύτερα αυξανόμενες αναζητήσεις/ Top trending,1,αμφιπολη
8861,Greece,2014,Ταχύτερα αυξανόμενες αναζητήσεις/ Top trending,2,εκλογες 2014
8862,Greece,2014,Ταχύτερα αυξανόμενες αναζητήσεις/ Top trending,3,nerit
8863,Greece,2014,Ταχύτερα αυξανόμενες αναζητήσεις/ Top trending,4,eurovision 2014
8864,Greece,2014,Ταχύτερα αυξανόμενες αναζητήσεις/ Top trending,5,που ψηφιζω
8865,Hong Kong,2014,熱爆關鍵字,1,HKTV
8866,Hong Kong,2014,熱爆關鍵字,2,iPhone 6
8867,Hong Kong,2014,熱爆關鍵字,3,世界盃
8868,Hong Kong,2014,熱爆關鍵字,4,馬航
8869,Hong Kong,2014,熱爆關鍵字,5,使徒行者
8870,Hong Kong,2014,熱爆2014全球盛事,1,世界盃
8871,Hong Kong,2014,熱爆2014全球盛事,2,冰桶挑戰
8872,Hong Kong,2014,熱爆2014全球盛事,3,奧斯卡
8873,Hong Kong,2014,熱爆2014全球盛事,4,溫布頓
8874,Hong Kong,2014,熱爆2014全球盛事,5,索契冬季奧運
8875,Hong Kong,2014,熱爆國際娛樂名人,1,金秀賢
8876,Hong Kong,2014,熱爆國際娛樂名人,2,Jennifer Lawrence
8877,Hong Kong,2014,熱爆國際娛樂名人,3,Robin Williams
8878,Hong Kong,2014,熱爆國際娛樂名人,4,Exo
8879,Hong Kong,2014,熱爆國際娛樂名人,5,Kate Upton
8880,Hong Kong,2014,熱爆國際頭條,1,世界盃
8881,Hong Kong,2014,熱爆國際頭條,2,馬航
8882,Hong Kong,2014,熱爆國際頭條,3,冰桶挑戰
8883,Hong Kong,2014,熱爆國際頭條,4,伊波拉
8884,Hong Kong,2014,熱爆國際頭條,5,蘇格蘭
8885,Hong Kong,2014,熱爆遊戲,1,2048
8886,Hong Kong,2014,熱爆遊戲,2,FIFA World Cup
8887,Hong Kong,2014,熱爆遊戲,3,Flappy Bird
8888,Hong Kong,2014,熱爆遊戲,4,鎖鏈戰記
8889,Hong Kong,2014,熱爆遊戲,5,怪物彈珠
8890,Hong Kong,2014,熱爆電影,1,Interstellar (星際啟示錄)
8891,Hong Kong,2014,熱爆電影,2,等一個人咖啡
8892,Hong Kong,2014,熱爆電影,3,Gone Girl (失蹤罪)
8893,Hong Kong,2014,熱爆電影,4,Frozen (冰雪奇緣)
8894,Hong Kong,2014,熱爆電影,5,Maze Runner (移動迷宮)
8895,Hungary,2014,A legolcsóbb...,1,legolcsóbb biztosítás segédmotorra
8896,Hungary,2014,A legolcsóbb...,2,legolcsóbb benzin
8897,Hungary,2014,A legolcsóbb...,3,legolcsóbb repülős utak
8898,Hungary,2014,A legolcsóbb...,4,legolcsóbb kötelező biztosítás
8899,Hungary,2014,A legolcsóbb...,5,legolcsóbb repülőjegyek londonba
8900,Hungary,2014,Hogyan...?,1,vakolás hogyan
8901,Hungary,2014,Hogyan...?,2,hogyan randizzunk
8902,Hungary,2014,Hogyan...?,3,hogyan együnk pálcikával
8903,Hungary,2014,Hogyan...?,4,hogy legyek menő
8904,Hungary,2014,Hogyan...?,5,hogyan öltözködjek
8905,Hungary,2014,Keresések,1,való világ 6
8906,Hungary,2014,Keresések,2,vb 2014
8907,Hungary,2014,Keresések,3,választás 2014
8908,Hungary,2014,Keresések,4,schumacher
8909,Hungary,2014,Keresések,5,conchita wurst
8910,Hungary,2014,Külföldi személyek,1,schumacher
8911,Hungary,2014,Külföldi személyek,2,conchita wurst
8912,Hungary,2014,Külföldi személyek,3,robin williams
8913,Hungary,2014,Külföldi személyek,4,jennifer lawrence
8914,Hungary,2014,Külföldi személyek,5,jules bianchi
8915,Hungary,2014,Magyar személyek,1,aleska diamond
8916,Hungary,2014,Magyar személyek,2,bajor imre
8917,Hungary,2014,Magyar személyek,3,berki krisztián
8918,Hungary,2014,Magyar személyek,4,győzike
8919,Hungary,2014,Magyar személyek,5,novák angéla
8920,Hungary,2014,Receptek,1,cobbler recept
8921,Hungary,2014,Receptek,2,csirkemell recept
