,location,year,category,rank,query
23265,Russia,2019,Свадьбы,1,Ксения Собчак и Константин Богомолов
23266,Russia,2019,Свадьбы,2,Потап и Настя Каменских
23267,Russia,2019,Свадьбы,3,Настя Ивлеева и Элджей
23268,Russia,2019,Свадьбы,4,Алексей Купин и Майя Донцова
23269,Russia,2019,Свадьбы,5,Юлиан и Анастасия
23270,Russia,2019,Как правильно...? (ЗОЖ),1,Делать вакуум
23271,Russia,2019,Как правильно...? (ЗОЖ),2,Медитировать
23272,Russia,2019,Как правильно...? (ЗОЖ),3,Сушиться
23273,Russia,2019,Как правильно...? (ЗОЖ),4,Отжиматься
23274,Russia,2019,Как правильно...? (ЗОЖ),5,Лежать на валике
23275,Saudi Arabia,2019,أبحاث عامة,1,بوابة المستقبل
23276,Saudi Arabia,2019,أبحاث عامة,2,جدارة
23277,Saudi Arabia,2019,أبحاث عامة,3,كتبي
23278,Saudi Arabia,2019,أبحاث عامة,4,مباريات الدوري السعودي
23279,Saudi Arabia,2019,أبحاث عامة,5,كاس الخليج
23280,Serbia,2019,Najpretraživaniji pojmovi u Srbiji,1,Zadruga
23281,Serbia,2019,Najpretraživaniji pojmovi u Srbiji,2,Pad Berlinskog zida
23282,Serbia,2019,Najpretraživaniji pojmovi u Srbiji,3,Srbija – Portugal
23283,Serbia,2019,Najpretraživaniji pojmovi u Srbiji,4,FIBA World Cup
23284,Serbia,2019,Najpretraživaniji pojmovi u Srbiji,5,Igra prestola
23285,Serbia,2019,Događaji,1,Srbija – Portugal
23286,Serbia,2019,Događaji,2,FIBA World Cup
23287,Serbia,2019,Događaji,3,Australian Open 2019
23288,Serbia,2019,Događaji,4,Evrovizija 2019
23289,Serbia,2019,Događaji,5,Wimbledon 2019
23290,Serbia,2019,TV serije,1,Igra prestola
23291,Serbia,2019,TV serije,2,Žigosani u reketu
23292,Serbia,2019,TV serije,3,Ubice mog oca 3
23293,Serbia,2019,TV serije,4,Senke nad Balkanom 2
23294,Serbia,2019,TV serije,5,Černobilj
23295,Singapore,2019,Trending Searches,1,Singapore Haze
23296,Singapore,2019,Trending Searches,2,Hong Kong Protests
23297,Singapore,2019,Trending Searches,3,Avengers Endgame
23298,Singapore,2019,Trending Searches,4,Captain Marvel
23299,Singapore,2019,Trending Searches,5,iPhone 11
23300,Singapore,2019,Trending Gadgets,1,iPhone 11
23301,Singapore,2019,Trending Gadgets,2,Samsung S10
23302,Singapore,2019,Trending Gadgets,3,Huawei P30 Pro
23303,Singapore,2019,Trending Gadgets,4,Samsung Note 10
23304,Singapore,2019,Trending Gadgets,5,Airpods Pro
23305,Singapore,2019,Trending International News,1,Hong Kong protests
23306,Singapore,2019,Trending International News,2,Fall of the Berlin Wall
23307,Singapore,2019,Trending International News,3,Momo
23308,Singapore,2019,Trending International News,4,Area 51
23309,Singapore,2019,Trending International News,5,Notre Dame
23310,Singapore,2019,Trending Movies,1,Avengers: Endgame
23311,Singapore,2019,Trending Movies,2,Captain Marvel
23312,Singapore,2019,Trending Movies,3,Joker
23313,Singapore,2019,Trending Movies,4,Aladdin
23314,Singapore,2019,Trending Movies,5,Weathering With You (天気の子)
23315,Singapore,2019,Trending Recipes,1,Teriyaki chicken recipe
23316,Singapore,2019,Trending Recipes,2,Beef stew recipe
23317,Singapore,2019,Trending Recipes,3,Salmon recipe
23318,Singapore,2019,Trending Recipes,4,Tiramisu recipe
23319,Singapore,2019,Trending Recipes,5,Waffle recipe
23320,Singapore,2019,Trending Singapore News,1,Singapore Haze
23321,Singapore,2019,Trending Singapore News,2,Jewel Changi Airport
23322,Singapore,2019,Trending Singapore News,3,TOTO $12 Million Hong Bao Draw
23323,Singapore,2019,Trending Singapore News,4,Funan Mall
23324,Singapore,2019,Trending Singapore News,5,Monica Baey
23325,Singapore,2019,Trending Songs,1,Señorita
23326,Singapore,2019,Trending Songs,2,7 rings
23327,Singapore,2019,Trending Songs,3,Shallow
23328,Singapore,2019,Trending Songs,4,A Whole New World
23329,Singapore,2019,Trending Songs,5,Memories
23330,Singapore,2019,Trending Sports Events,1,ICC World Cup 2019
23331,Singapore,2019,Trending Sports Events,2,Wimbledon 2019
23332,Singapore,2019,Trending Sports Events,3,Australian Open 2019
23333,Singapore,2019,Trending Sports Events,4,Rugby World Cup 2019
23334,Singapore,2019,Trending Sports Events,5,Asian Cup 2019
23335,Singapore,2019,Trending TV Shows,1,Game of Thrones
23336,Singapore,2019,Trending TV Shows,2,Hotel Del Luna (호텔 델루나)
23337,Singapore,2019,Trending TV Shows,3,Memories of the Alhambra (알함브라 궁전의 추억)
23338,Singapore,2019,Trending TV Shows,4,Vagabond (배가본드)
23339,Singapore,2019,Trending TV Shows,5,The Umbrella Academy
23340,Slovakia,2019,Trendy roka,1,Karel Gott
23341,Slovakia,2019,Trendy roka,2,Majstrovstvá sveta v hokeji
23342,Slovakia,2019,Trendy roka,3,Prezidentské voľby
23343,Slovakia,2019,Trendy roka,4,Tour de France
23344,Slovakia,2019,Trendy roka,5,Žihadielko
23345,Slovakia,2019,Slováci a Slovenky,1,Zuzana Čaputová
23346,Slovakia,2019,Slováci a Slovenky,2,Anton Hrnko
23347,Slovakia,2019,Slováci a Slovenky,3,Attila Végh
23348,Slovakia,2019,Slováci a Slovenky,4,Petra Vlhová
23349,Slovakia,2019,Slováci a Slovenky,5,Štefan Harabin
23350,Slovakia,2019,Zahraničné osobnosti,1,Nicki Minaj
23351,Slovakia,2019,Zahraničné osobnosti,2,Lady Gaga
23352,Slovakia,2019,Zahraničné osobnosti,3,Ivana Gottová
23353,Slovakia,2019,Zahraničné osobnosti,4,Bradley Cooper
23354,Slovakia,2019,Zahraničné osobnosti,5,Billie Eilish
23355,Slovakia,2019,Smutné odchody,1,Karel Gott
23356,Slovakia,2019,Smutné odchody,2,Cameron Boyce
23357,Slovakia,2019,Smutné odchody,3,Karl Lagerfeld
23358,Slovakia,2019,Smutné odchody,4,Luke Perry
23359,Slovakia,2019,Smutné odchody,5,Dan Nekonečný
23360,Slovakia,2019,Udalosti,1,Prezidentské voľby
23361,Slovakia,2019,Udalosti,2,Notre Dame
23362,Slovakia,2019,Udalosti,3,Eurovoľby
23363,Slovakia,2019,Udalosti,4,Fekišovce
23364,Slovakia,2019,Udalosti,5,Srí Lanka
23365,Slovakia,2019,Ako?,1,Ako voliť v eurovoľbách
23366,Slovakia,2019,Ako?,2,Ako voliť v prezidentských voľbách
23367,Slovakia,2019,Ako?,3,Ako pribrať
23368,Slovakia,2019,Ako?,4,Ako schudnúť z brucha
23369,Slovakia,2019,Ako?,5,Ako znížiť tlak
23370,Slovenia,2019,Najbolj priljubljena iskanja,1,Luka Dončić
23371,Slovenia,2019,Najbolj priljubljena iskanja,2,Padec berlinskega zidu
23372,Slovenia,2019,Najbolj priljubljena iskanja,3,Pesem Evrovizije
23373,Slovenia,2019,Najbolj priljubljena iskanja,4,Ema
23374,Slovenia,2019,Najbolj priljubljena iskanja,5,Evropske volitve
23375,Slovenia,2019,Dogodki,1,Pesem Evrovizije
23376,Slovenia,2019,Dogodki,2,Ema
23377,Slovenia,2019,Dogodki,3,Evropske volitve
23378,Slovenia,2019,Dogodki,4,Pust
23379,Slovenia,2019,Dogodki,5,Dirka po Italiji
23380,Slovenia,2019,Osebe,1,Luka Dončić
23381,Slovenia,2019,Osebe,2,Wanda Rutkiewicz
23382,Slovenia,2019,Osebe,3,Kris
23383,Slovenia,2019,Osebe,4,Bradley Cooper
23384,Slovenia,2019,Osebe,5,Primož Roglič
23385,Slovenia,2019,Glasbeniki,1,Madonna
23386,Slovenia,2019,Glasbeniki,2,David Amaro
23387,Slovenia,2019,Glasbeniki,3,Billie Eilish
23388,Slovenia,2019,Glasbeniki,4,Queen
23389,Slovenia,2019,Glasbeniki,5,Boris Kopitar
23390,Slovenia,2019,Film,1,Joker
23391,Slovenia,2019,Film,2,Once Upon a Time ... in Hollywood
23392,Slovenia,2019,Film,3,Bohemian Rhapsody
23393,Slovenia,2019,Film,4,Čarovnik iz Oza
23394,Slovenia,2019,Film,5,Maščevalci: Zaključek
23395,Slovenia,2019,Zabavne televizijske vsebine,1,Igra prestolov
23396,Slovenia,2019,Zabavne televizijske vsebine,2,Černobil
23397,Slovenia,2019,Zabavne televizijske vsebine,3,Znan obraz ima svoj glas
23398,Slovenia,2019,Zabavne televizijske vsebine,4,Kmetija
23399,Slovenia,2019,Zabavne televizijske vsebine,5,Lepotica in zver
23400,South Africa,2019,Top trending 'Near Me' searches,1,Job openings near me
23401,South Africa,2019,Top trending 'Near Me' searches,2,Parks near me
23402,South Africa,2019,Top trending 'Near Me' searches,3,Restaurant near me
23403,South Africa,2019,Top trending 'Near Me' searches,4,McDonalds near me
23404,South Africa,2019,Top trending 'Near Me' searches,5,Hotels near me
23405,South Africa,2019,Top trending movies,1,Avengers Endgame
23406,South Africa,2019,Top trending movies,2,Captain Marvel
23407,South Africa,2019,Top trending movies,3,When They See Us
23408,South Africa,2019,Top trending movies,4,Aquaman
23409,South Africa,2019,Top trending movies,5,Lion King
23410,South Africa,2019,Top trending musical personalities,1,Johnny Clegg
23411,South Africa,2019,Top trending musical personalities,2,Thami Shobede
23412,South Africa,2019,Top trending musical personalities,3,Nipsey Hussle
23413,South Africa,2019,Top trending musical personalities,4,Mampintsha
23414,South Africa,2019,Top trending musical personalities,5,Oliver Mtukudzi
23415,South Africa,2019,Top trending political figures and parties,1,Boris Johnson
23416,South Africa,2019,Top trending political figures and parties,2,Constantino Chiwenga
23417,South Africa,2019,Top trending political figures and parties,3,Baleka Mbete
23418,South Africa,2019,Top trending political figures and parties,4,Robert Mugabe
23419,South Africa,2019,Top trending political figures and parties,5,Economic Freedom Fighters
23420,South Africa,2019,Top trending questions,1,Why were cornflakes invented?
23421,South Africa,2019,Top trending questions,2,What time is the rugby world cup final?
23422,South Africa,2019,Top trending questions,3,How many votes for a seat in parliament?
23423,South Africa,2019,Top trending questions,4,How did Cameron Boyce die?
23424,South Africa,2019,Top trending questions,5,How long is a rugby match?
23425,South Africa,2019,Top trending recipes,1,Pornstar Martini recipe
23426,South Africa,2019,Top trending recipes,2,Pickled fish recipe
23427,South Africa,2019,Top trending recipes,3,Lasagne recipe
23428,South Africa,2019,Top trending recipes,4,Chicken stew recipe
23429,South Africa,2019,Top trending recipes,5,Spaghetti bolognese recipe
23430,South Africa,2019,Top trending searches,1,Load shedding
23431,South Africa,2019,Top trending searches,2,Election results
23432,South Africa,2019,Top trending searches,3,Thanos
23433,South Africa,2019,Top trending searches,4,IEC
23434,South Africa,2019,Top trending searches,5,Fiona Viotti
23435,South Africa,2019,Top trending South African personalities,1,Neyi Zimu
23436,South Africa,2019,Top trending South African personalities,2,Xolani Gwala
23437,South Africa,2019,Top trending South African personalities,3,James Small
23438,South Africa,2019,Top trending South African personalities,4,Chester Williams
23439,South Africa,2019,Top trending South African personalities,5,Andile Gumbe
23440,South Africa,2019,Top trending sports searches,1,Rugby World Cup
23441,South Africa,2019,Top trending sports searches,2,Cricket World Cup
23442,South Africa,2019,Top trending sports searches,3,India vs South Africa
23443,South Africa,2019,Top trending sports searches,4,Kaizer Chiefs vs Orlando Pirates
23444,South Africa,2019,Top trending sports searches,5,AFCON
23445,South Korea,2019,국내 종합,1,타노스
23446,South Korea,2019,국내 종합,2,정준영
23447,South Korea,2019,국내 종합,3,설리
23448,South Korea,2019,국내 종합,4,SKY 캐슬
23449,South Korea,2019,국내 종합,5,한글날
23450,South Korea,2019,인물 및 펭귄,1,정준영
23451,South Korea,2019,인물 및 펭귄,2,설리
23452,South Korea,2019,인물 및 펭귄,3,황하나
23453,South Korea,2019,인물 및 펭귄,4,고유정
23454,South Korea,2019,인물 및 펭귄,5,조국
23455,South Korea,2019,국내 뉴스/이슈,1,한글날
23456,South Korea,2019,국내 뉴스/이슈,2,AFC 아시안컵
23457,South Korea,2019,국내 뉴스/이슈,3,버닝썬
23458,South Korea,2019,국내 뉴스/이슈,4,설리 사망
23459,South Korea,2019,국내 뉴스/이슈,5,태풍 링링
23460,South Korea,2019,영화,1,조커
23461,South Korea,2019,영화,2,극한직업
23462,South Korea,2019,영화,3,기생충
23463,South Korea,2019,영화,4,어벤져스: 엔드게임
23464,South Korea,2019,영화,5,캡틴 마블
23465,South Korea,2019,TV,1,SKY 캐슬
23466,South Korea,2019,TV,2,호텔 델루나
23467,South Korea,2019,TV,3,어쩌다 발견한 하루
23468,South Korea,2019,TV,4,동백꽃 필 무렵
23469,South Korea,2019,TV,5,신서유기 외전 - 강식당2
23470,South Korea,2019,게임,1,로스트아크
23471,South Korea,2019,게임,2,패스 오브 엑자일
23472,South Korea,2019,게임,3,브롤스타즈
23473,South Korea,2019,게임,4,피파 온라인 4
23474,South Korea,2019,게임,5,오토 체스
23475,Spain,2019,General,1,Elecciones generales
23476,Spain,2019,General,2,Notre Dame
23477,Spain,2019,General,3,La caída del Muro de Berlín
23478,Spain,2019,General,4,Elecciones municipales
23479,Spain,2019,General,5,Black Friday
23480,Spain,2019,Deportes y deportistas,1,Neymar
23481,Spain,2019,Deportes y deportistas,2,Wimbledon
23482,Spain,2019,Deportes y deportistas,3,Rafael Nadal
23483,Spain,2019,Deportes y deportistas,4,Copa América
23484,Spain,2019,Deportes y deportistas,5,Liga Santander
23485,Spain,2019,¿Qué es...?,1,Listeriosis
23486,Spain,2019,¿Qué es...?,2,Carne Mechada
23487,Spain,2019,¿Qué es...?,3,VTC
23488,Spain,2019,¿Qué es...?,4,CDR
23489,Spain,2019,¿Qué es...?,5,Dana
23490,Spain,2019,"Cine, televisión y series",1,Gran Hermano Dúo
23491,Spain,2019,"Cine, televisión y series",2,Supervivientes
23492,Spain,2019,"Cine, televisión y series",3,Eurovisión
23493,Spain,2019,"Cine, televisión y series",4,Juego de Tronos
23494,Spain,2019,"Cine, televisión y series",5,Joker
23495,Spain,2019,Personalidades,1,Rubalcaba
23496,Spain,2019,Personalidades,2,Camilo Sesto
23497,Spain,2019,Personalidades,3,Albert Rivera
23498,Spain,2019,Personalidades,4,María Jiménez
23499,Spain,2019,Personalidades,5,Rosalía
23500,Spain,2019,¿Cuándo...?,1,cuándo se cambia la hora
23501,Spain,2019,¿Cuándo...?,2,cuándo empiezan las rebajas
23502,Spain,2019,¿Cuándo...?,3,cuándo juega nadal
23503,Spain,2019,¿Cuándo...?,4,cuándo es carnaval
23504,Spain,2019,¿Cuándo...?,5,cuándo es semana santa
23505,Sweden,2019,Gått bort,1,Sara Danius
23506,Sweden,2019,Gått bort,2,Cameron Boyce
23507,Sweden,2019,Gått bort,3,Luke Perry
23508,Sweden,2019,Gått bort,4,Arne Weise
23509,Sweden,2019,Gått bort,5,Michael Perlitz
23510,Sweden,2019,Hundraser,1,Pudel
23511,Sweden,2019,Hundraser,2,Golden Retriever
23512,Sweden,2019,Hundraser,3,Labrador Retriever
23513,Sweden,2019,Hundraser,4,Schäfer
23514,Sweden,2019,Hundraser,5,Tax
23515,Sweden,2019,Hur,1,Hur dog Josefin Nilsson?
23516,Sweden,2019,Hur,2,Hur ofta är det EU-val?
23517,Sweden,2019,Hur,3,Hur gammal är Madonna?
23518,Sweden,2019,Hur,4,Hur röstar man i EU-valet?
23519,Sweden,2019,Hur,5,Hur högt är Eiffeltornet?
23520,Sweden,2019,Mat och dryck,1,Aperol Spritz
23521,Sweden,2019,Mat och dryck,2,Gubbröra
23522,Sweden,2019,Mat och dryck,3,Sellerijuice
23523,Sweden,2019,Mat och dryck,4,Empanada
23524,Sweden,2019,Mat och dryck,5,Rönnbärsgelé
23525,Sweden,2019,Nyheter och händelser,1,Notre-Dame
23526,Sweden,2019,Nyheter och händelser,2,EU-valet
23527,Sweden,2019,Nyheter och händelser,3,Berlinmurens fall 30 år
23528,Sweden,2019,Nyheter och händelser,4,De dödas dag
23529,Sweden,2019,Nyheter och händelser,5,Sri Lanka
23530,Sweden,2019,Sport,1,Hockey-VM
23531,Sweden,2019,Sport,2,Fotbolls-VM
23532,Sweden,2019,Sport,3,Handbolls-VM
23533,Sweden,2019,Sport,4,Färöarna
23534,Sweden,2019,Sport,5,EM-kval
23535,Sweden,2019,Vad,1,Vad är värnskatt?
23536,Sweden,2019,Vad,2,Vad betyder habibi?
23537,Sweden,2019,Vad,3,Vad ska jag rösta i EU-valet?
23538,Sweden,2019,Vad,4,Vad betyder NNN?
23539,Sweden,2019,Vad,5,Vad är Brexit?
23540,Sweden,2019,Varför,1,Varför firar vi midsommar i Sverige?
23541,Sweden,2019,Varför,2,Varför fick Jeppe lämna paradise?
23542,Sweden,2019,Varför,3,Varför firar vi valborg?
23543,Sweden,2019,Varför,4,Varför får man hicka?
23544,Sweden,2019,Varför,5,Varför ska man gå på teater?
23545,Sweden,2019,Årets mest trendande sökningar 2019,1,Älska mig för den jag är
23546,Sweden,2019,Årets mest trendande sökningar 2019,2,iPhone 11
23547,Sweden,2019,Årets mest trendande sökningar 2019,3,Notre-Dame
23548,Sweden,2019,Årets mest trendande sökningar 2019,4,Eurovision Song Contest
23549,Sweden,2019,Årets mest trendande sökningar 2019,5,ASAP Rocky
23550,Switzerland,2019,Allgemeine Suchbegriffe,1,Wimbledon
23551,Switzerland,2019,Allgemeine Suchbegriffe,2,iPhone 11
23552,Switzerland,2019,Allgemeine Suchbegriffe,3,Notre-Dame
23553,Switzerland,2019,Allgemeine Suchbegriffe,4,Karl Lagerfeld
23554,Switzerland,2019,Allgemeine Suchbegriffe,5,ATP Finals
23555,Switzerland,2019,Schlagzeilen Schweiz,1,Luca Hänni
23556,Switzerland,2019,Schlagzeilen Schweiz,2,Schweizer Wahlen
23557,Switzerland,2019,Schlagzeilen Schweiz,3,Loredana
23558,Switzerland,2019,Schlagzeilen Schweiz,4,Federer Djokovic
23559,Switzerland,2019,Schlagzeilen Schweiz,5,Corinne Suter
23560,Switzerland,2019,Persönlichkeiten Schweiz,1,Luca Hänni
23561,Switzerland,2019,Persönlichkeiten Schweiz,2,Loredana
23562,Switzerland,2019,Persönlichkeiten Schweiz,3,Roger Federer
23563,Switzerland,2019,Persönlichkeiten Schweiz,4,Corinne Suter
23564,Switzerland,2019,Persönlichkeiten Schweiz,5,Christian Stucki
23565,Switzerland,2019,Abschiede,1,Karl Lagerfeld
23566,Switzerland,2019,Abschiede,2,Luke Perry
23567,Switzerland,2019,Abschiede,3,Cameron Boyce
23568,Switzerland,2019,Abschiede,4,Niki Lauda
23569,Switzerland,2019,Abschiede,5,Florijana Ismaili
23570,Switzerland,2019,Schweizer Events,1,Fête des Vignerons
23571,Switzerland,2019,Schweizer Events,2,Eidgenössisches Schwing- und Älplerfest
23572,Switzerland,2019,Schweizer Events,3,Tour de Suisse
23573,Switzerland,2019,Schweizer Events,4,Paléo Festival
23574,Switzerland,2019,Schweizer Events,5,Züri Fäscht
23575,Switzerland,2019,Filme,1,Joker
23576,Switzerland,2019,Filme,2,Avengers Endgame
23577,Switzerland,2019,Filme,3,Green Book
23578,Switzerland,2019,Filme,4,Once Upon a Time in Hollywood
23579,Switzerland,2019,Filme,5,Captain Marvel
23580,Switzerland,2019,Wie-Fragen,1,Wie lange Hitzewelle Schweiz 2019?
23581,Switzerland,2019,Wie-Fragen,2,Wie lange Rhabarber ernten?
23582,Switzerland,2019,Wie-Fragen,3,Wie breit ist die Energy Air Bühne?
23583,Switzerland,2019,Wie-Fragen,4,Wie alt ist die Schweiz?
23584,Switzerland,2019,Wie-Fragen,5,Wie viele Spotlights gibt es am Energy Air?
23585,Switzerland,2019,Was-Fragen,1,Was sind Achselbärte?
23586,Switzerland,2019,Was-Fragen,2,Was macht Ingwer scharf?
23587,Switzerland,2019,Was-Fragen,3,Was tun Zeckenbiss?
23588,Switzerland,2019,Was-Fragen,4,Was tun Blasenentzündung?
23589,Switzerland,2019,Was-Fragen,5,Was ist Pfingsten?
23590,Switzerland,2019,Rezepte,1,Älplermagronen Rezept
23591,Switzerland,2019,Rezepte,2,Rhabarber Rezept
23592,Switzerland,2019,Rezepte,3,Lasagne Bolognese Rezept
23593,Switzerland,2019,Rezepte,4,Omeletten Rezept
23594,Switzerland,2019,Rezepte,5,Zucchini Rezept
23595,Taiwan,2019,快速竄升關鍵字,1,我們與惡的距離
23596,Taiwan,2019,快速竄升關鍵字,2,颱風
23597,Taiwan,2019,快速竄升關鍵字,3,世界12強棒球賽
23598,Taiwan,2019,快速竄升關鍵字,4,小女花不棄
23599,Taiwan,2019,快速竄升關鍵字,5,韓國瑜
23600,Taiwan,2019,快速竄升人物（不包含已故者）,1,韓國瑜
23601,Taiwan,2019,快速竄升人物（不包含已故者）,2,林志玲
23602,Taiwan,2019,快速竄升人物（不包含已故者）,3,阿翔
23603,Taiwan,2019,快速竄升人物（不包含已故者）,4,連千毅
23604,Taiwan,2019,快速竄升人物（不包含已故者）,5,謝忻
23605,Taiwan,2019,快速竄升政治人物（不包含已故者）,1,韓國瑜
23606,Taiwan,2019,快速竄升政治人物（不包含已故者）,2,郭台銘
23607,Taiwan,2019,快速竄升政治人物（不包含已故者）,3,黃捷
23608,Taiwan,2019,快速竄升政治人物（不包含已故者）,4,謝龍介
23609,Taiwan,2019,快速竄升政治人物（不包含已故者）,5,宋楚瑜
23610,Taiwan,2019,快速竄升議題,1,世界12強棒球賽
23611,Taiwan,2019,快速竄升議題,2,香港反送中
23612,Taiwan,2019,快速竄升議題,3,長榮罷工
23613,Taiwan,2019,快速竄升議題,4,媽祖遶境
23614,Taiwan,2019,快速竄升議題,5,秋冬國民旅遊補助
23615,Taiwan,2019,快速竄升戲劇,1,我們與惡的距離
23616,Taiwan,2019,快速竄升戲劇,2,小女花不棄
23617,Taiwan,2019,快速竄升戲劇,3,知否？知否？應是綠肥紅瘦
23618,Taiwan,2019,快速竄升戲劇,4,皓鑭傳
23619,Taiwan,2019,快速竄升戲劇,5,德魯納酒店
23620,Taiwan,2019,快速竄升電影,1,小丑
23621,Taiwan,2019,快速竄升電影,2,復仇者聯盟：終局之戰
23622,Taiwan,2019,快速竄升電影,3,返校
23623,Taiwan,2019,快速竄升電影,4,天氣之子
23624,Taiwan,2019,快速竄升電影,5,驚奇隊長
23625,Thailand,2019,คำค้นหาประจำปี,1,ชิมช้อปใช้
23626,Thailand,2019,คำค้นหาประจำปี,2,กรงกรรม
23627,Thailand,2019,คำค้นหาประจำปี,3,เมียน้อย
23628,Thailand,2019,คำค้นหาประจำปี,4,ใบไม้ที่ปลิดปลิว
23629,Thailand,2019,คำค้นหาประจำปี,5,หัวใจศิลา
23630,Thailand,2019,ข่าวในประเทศ,1,ข่าวลัลลาเบล
23631,Thailand,2019,ข่าวในประเทศ,2,ข่าวออฟฟี่ แม็กซิม
23632,Thailand,2019,ข่าวในประเทศ,3,ข่าวน้องโยโย่
23633,Thailand,2019,ข่าวในประเทศ,4,ข่าวป๊อบ ปองกูล
23634,Thailand,2019,ข่าวในประเทศ,5,ข่าวปุ๊กกี้ ปริศนา
23635,Thailand,2019,ข่าวต่างประเทศ,1,ข่าวพายุเข้าญี่ปุ่น
23636,Thailand,2019,ข่าวต่างประเทศ,2,ข่าวพายุปาบึก
23637,Thailand,2019,ข่าวต่างประเทศ,3,ข่าวดาวเคราะห์น้อยชนโลก
23638,Thailand,2019,ข่าวต่างประเทศ,4,ข่าวซึงรี
23639,Thailand,2019,ข่าวต่างประเทศ,5,ข่าวฮ่องกง
23640,Thailand,2019,ร้านค้า,1,ร้านหน่องริมคลอง
23641,Thailand,2019,ร้านค้า,2,ร้านกาแฟชายทุ่ง
23642,Thailand,2019,ร้านค้า,3,ร้านวรรณระยอง
23643,Thailand,2019,ร้านค้า,4,ร้านภูฟ้า
23644,Thailand,2019,ร้านค้า,5,ร้านป้าบุญล้อม
23645,Thailand,2019,ละคร,1,กรงกรรม
23646,Thailand,2019,ละคร,2,เมียน้อย
23647,Thailand,2019,ละคร,3,ใบไม้ที่ปิดปลิว
23648,Thailand,2019,ละคร,4,หัวใจศิลา
23649,Thailand,2019,ละคร,5,มธุรสโลกันตร์
23650,Thailand,2019,วิธี,1,วิธีลงทะเบียน ชิม ช้อป ใช้
23651,Thailand,2019,วิธี,2,วิธีเลือกตั้ง
23652,Thailand,2019,วิธี,3,วิธีเช็คพัสดุ Kerry
23653,Thailand,2019,วิธี,4,วิธีใส่หน้ากาก N95
23654,Thailand,2019,วิธี,5,วิธีกดเงินบัตรสวัสดิการแห่งรัฐ
23655,Thailand,2019,สถานที่ท่องเที่ยวต่างประเทศ,1,จอร์เจีย
23656,Thailand,2019,สถานที่ท่องเที่ยวต่างประเทศ,2,สิงคโปร์
23657,Thailand,2019,สถานที่ท่องเที่ยวต่างประเทศ,3,ฮ่องกง
23658,Thailand,2019,สถานที่ท่องเที่ยวต่างประเทศ,4,อินเดีย
23659,Thailand,2019,สถานที่ท่องเที่ยวต่างประเทศ,5,จีน
23660,Thailand,2019,สถานที่ท่องเที่ยวในประเทศ,1,กาญจนบุรี
23661,Thailand,2019,สถานที่ท่องเที่ยวในประเทศ,2,นครนายก
23662,Thailand,2019,สถานที่ท่องเที่ยวในประเทศ,3,เชียงใหม่
23663,Thailand,2019,สถานที่ท่องเที่ยวในประเทศ,4,จันทบุรี
23664,Thailand,2019,สถานที่ท่องเที่ยวในประเทศ,5,สุราษฎร์ธานี
23665,Thailand,2019,เพลง,1,รักติดไซเรน
23666,Thailand,2019,เพลง,2,ธารารัตน์
23667,Thailand,2019,เพลง,3,ชอบแบบนี้
23668,Thailand,2019,เพลง,4,งัดถั่งงัด
23669,Thailand,2019,เพลง,5,แก้มน้องนางนั้นแดงกว่าใคร
23670,Turkey,2019,Genel,1,İstanbul Seçim Sonuçları 2019
23671,Turkey,2019,Genel,2,Geleceğe Nefes
23672,Turkey,2019,Genel,3,YSK
23673,Turkey,2019,Genel,4,Deprem
23674,Turkey,2019,Genel,5,Sigara Fiyatları
23675,Turkey,2019,Kişiler,1,Emine Bulut
23676,Turkey,2019,Kişiler,2,Ekrem İmamoğlu
23677,Turkey,2019,Kişiler,3,Neslican Tay
23678,Turkey,2019,Kişiler,4,Palu Ailesi
23679,Turkey,2019,Kişiler,5,Tarık Ünlüoğlu
23680,Turkey,2019,Nasıl Yapılır?,1,revani nasıl yapılır
23681,Turkey,2019,Nasıl Yapılır?,2,bekçilik başvurusu nasıl yapılır
23682,Turkey,2019,Nasıl Yapılır?,3,kestane nasıl yapılır
23683,Turkey,2019,Nasıl Yapılır?,4,tilavet secdesi nedir nasıl yapılır
23684,Turkey,2019,Nasıl Yapılır?,5,limonata nasıl yapılır
23685,Ukraine,2019,Найпопулярніші запити,1,Игра престолов 8 сезон
23686,Ukraine,2019,Найпопулярніші запити,2,Зеленский
23687,Ukraine,2019,Найпопулярніші запити,3,Юлия Началова
23688,Ukraine,2019,Найпопулярніші запити,4,Заворотнюк
23689,Ukraine,2019,Найпопулярніші запити,5,Результаты выборов 2019
23690,Ukraine,2019,Персона,1,Владимир Зеленский
23691,Ukraine,2019,Персона,2,Анастасия Заворотнюк
23692,Ukraine,2019,Персона,3,Петр Порошенко
23693,Ukraine,2019,Персона,4,MARUV
23694,Ukraine,2019,Персона,5,Потап
23695,Ukraine,2019,Втрати,1,Юлия Началова
23696,Ukraine,2019,Втрати,2,Децл
23697,Ukraine,2019,Втрати,3,Алла Вербер
23698,Ukraine,2019,Втрати,4,Люк Перри
23699,Ukraine,2019,Втрати,5,Карл Лагерфельд
23700,Ukraine,2019,Фільм,1,Джокер
23701,Ukraine,2019,Фільм,2,Мстители: Финал
23702,Ukraine,2019,Фільм,3,Аквамен
23703,Ukraine,2019,Фільм,4,Оно 2
23704,Ukraine,2019,Фільм,5,Полицейский с Рублёвки. Новогодний беспредел
23705,Ukraine,2019,Серіал,1,Игра престолов 8 сезон
23706,Ukraine,2019,Серіал,2,Чернобыль
